CabName,UnitType,ID,Lat,Lon,Route,Milepost,direction,UnitName,isHOV,isMetered,isDuplicate,isReversible,isAuxillary,isCollector
005es00210,"main      ",14584,45.646232190,-122.661660700,005,2.10000,N,005es00210:_MN___1,0,0,0,0,0,0
005es00210,"main      ",14529,45.646232190,-122.661660700,005,2.10000,N,005es00210:_MN___2,0,0,0,0,0,0
005es00210,"main      ",14323,45.646232190,-122.661660700,005,2.10000,N,005es00210:_MN___3,0,0,0,0,0,0
005es00210,"speed     ",14077,45.646232190,-122.661660700,005,2.10000,N,005es00210:_MN__S1,0,0,0,0,0,0
005es00210,"speed     ",14079,45.646232190,-122.661660700,005,2.10000,N,005es00210:_MN__S2,0,0,0,0,0,0
005es00210,"speed     ",14133,45.646232190,-122.661660700,005,2.10000,N,005es00210:_MN__S3,0,0,0,0,0,0
005es00210,"trap      ",15351,45.646232190,-122.661660700,005,2.10000,N,005es00210:_MN__T1,0,0,0,0,0,0
005es00210,"trap      ",15350,45.646232190,-122.661660700,005,2.10000,N,005es00210:_MN__T2,0,0,0,0,0,0
005es00210,"trap      ",14961,45.646232190,-122.661660700,005,2.10000,N,005es00210:_MN__T3,0,0,0,0,0,0
005es00210,"station   ",14711,45.646232190,-122.661660700,005,2.10000,N,005es00210:_MN_Stn,0,0,0,0,0,0
005es00210,"other     ",14558,45.646232190,-122.661660700,005,2.10000,N,005es00210:_MN_X_2,0,0,0,0,0,0
005es00210,"speed     ",14347,45.646232190,-122.661660700,005,2.10000,N,005es00210:_MN_XS2,0,0,0,0,0,0
005es00210,"trap      ",14917,45.646232190,-122.661660700,005,2.10000,N,005es00210:_MN_XT2,0,0,0,0,0,0
005es00210,"main      ",14468,45.646232190,-122.661660700,005,2.10000,S,005es00210:_MS___1,0,0,0,0,0,0
005es00210,"main      ",13925,45.646232190,-122.661660700,005,2.10000,S,005es00210:_MS___2,0,0,0,0,0,0
005es00210,"main      ",14462,45.646232190,-122.661660700,005,2.10000,S,005es00210:_MS___3,0,0,0,0,0,0
005es00210,"speed     ",14108,45.646232190,-122.661660700,005,2.10000,S,005es00210:_MS__S1,0,0,0,0,0,0
005es00210,"speed     ",14346,45.646232190,-122.661660700,005,2.10000,S,005es00210:_MS__S2,0,0,0,0,0,0
005es00210,"speed     ",13938,45.646232190,-122.661660700,005,2.10000,S,005es00210:_MS__S3,0,0,0,0,0,0
